ObservationId,ClassId
3027643364,1128
3027643368,1162
3032611304,872
3032611305,579
3032611306,709
3032611308,1543
3032611309,1598
3032611310,492
3032611312,1437
3032611314,1070
3032611315,471
3032611316,489
3032611317,943
3032611318,1073
3032611319,657
3032611320,467
3032611321,1014
3032611322,737
3032611323,1274
3032611326,620
3032611327,1575
3032611329,809
3032611330,544
3032611331,1440
3032611333,387
3032611334,703
3032611335,469
3032611340,1396
3032611341,685
3032611342,1486
3032612302,161
3032612303,1032
3032612305,1483
3032612306,1136
3032612307,706
3032612308,94
3032612310,99
3032612311,1113
3032612312,492
3032612313,487
3032612314,1274
3032612316,1175
3032612317,1481
3032612320,1088
3032612323,75
3032612324,1420
3032612325,492
3032612327,1022
3032612328,487
3032612330,739
3032612333,672
3032612334,99
3032612335,88
3032613302,388
3032613304,1102
3032613305,475
3032613307,1486
3032613308,671
3032613309,1237
3032613310,740
3032613311,374
3032613313,147
3032613314,99
3032613315,496
3032613317,812
3032613318,1165
3032613321,695
3032613322,1182
3032613324,93
3032613325,1182
3032613327,916
3032613328,1213
3032613329,88
3032613331,1438
3032613334,399
3032613335,515
3032613336,702
3032613337,1401
3032614302,705
3032614304,497
3032614305,1184
3032614306,472
3032614307,1121
3032614309,384
3032614311,496
3032614313,492
3032614314,1548
3032614316,680
3032614317,1000
3032614318,1543
3032614320,1128
3032614321,1167
3032614323,1427
3032614324,1175
3032614325,1562
3032614326,1182
3032614327,492
3032614328,1543
3032614329,124
3032614331,544
3032614332,830
3032614333,1160
3032614334,386
3032614336,170
3032615302,3
3032615304,1401
3032615305,1020
3032615309,384
3032615312,1473
3032615315,350
3032615316,915
3032615319,124
3032615321,1072
3032615322,672
3032615326,1088
3032615327,1491
3032615329,94
3032615331,1483
3032615333,1483
3032616304,1128
3032616305,99
3032616306,1602
3032616307,551
3032616308,1220
3032616309,914
3032616310,517
3032616312,374
3032616313,186
3032616314,384
3032616315,1119
3032616317,739
3032616318,387
3032616319,1584
3032616320,1603
3032616321,877
3032616322,170
3032616323,1575
3032616324,1020
3032616327,1169
3032616328,387
3032616331,1020
3032616332,1275
3032616334,399
3032616336,1113
3032616339,76
3032616341,1093
3032616342,1112
3032616343,496
3032616344,96
3032616346,1481
3032617302,812
3032617307,492
3032617308,75
3032617309,1169
3032617310,1088
3032617311,492
3032617312,402
3032617313,810
3032617316,1437
3032617318,877
3032617320,1182
3032617321,1438
3032617322,1595
3032617323,56
3032617326,522
3032617327,170
3032617328,1014
3032617329,1548
3032617330,374
3032617331,914
3032617333,1182
3032617334,466
3032617335,1177
3032617337,706
3032618301,1045
3032618302,465
3032618303,1182
3032618304,140
3032618306,1401
3032618307,706
3032618308,468
3032618309,1090
3032618310,1437
3032618311,1071
3032618313,468
3032618314,170
3032618315,814
3032618316,1484
3032618317,420
3032618318,702
3032618321,1177
3032618324,1118
3032618325,151
3032618328,56
3032618330,811
3032618331,1118
3032618332,1437
3032618333,374
3032618334,1
3032619303,180
3032619304,368
3032619305,1484
3032619307,142
3032619308,1088
3032619311,934
3032619312,1020
3032619313,1439
3032619314,468
3032619316,492
3032619317,933
3032619318,1292
3032619320,703
3032619321,74
3032619322,1584
3032619323,465
3032619326,885
3032619329,100
3032619330,170
3032619331,1395
3032619333,1491
3032619335,830
3032619336,1020
3032619337,914
3032619339,389
3032619341,914
3032619342,1128
3032619344,1160
3032619345,1440
3032620302,872
3032620304,1481
3032620305,1136
3032620306,496
3032620307,1577
3032620309,1073
3032620310,94
3032620312,1182
3032620313,191
3032620315,1579
3032620316,934
3032620319,1548
3032620321,754
3032620324,489
3032620327,1486
3032620328,1088
3032620329,1595
3032620330,743
3032620331,1109
3032620332,387
3032620333,1576
3032620334,387
3032621303,1274
3032621304,814
3032621306,203
3032621307,937
3032621308,1121
3032621311,180
3032621314,836
3032621315,1014
3032621316,1482
3032621317,739
3032621320,1180
3032621322,517
3032621323,1274
3032621324,706
3032621326,1486
3032621327,88
3032621328,1182
3032621330,739
3032621332,142
3032621333,1584
3032621334,741
3032621335,492
3032621336,1184
3032621337,72
3032621338,710
3032621339,1088
3032621340,492
3032622305,1090
3032622306,475
3032622308,404
3032622309,1025
3032622311,99
3032622317,1273
3032622318,1121
3032622321,1482
3032622322,1158
3032622323,1093
3032622325,703
3032622327,99
3032622329,1401
3032622330,1182
3032622331,672
3032622335,1121
3032622336,709
3032622337,1478
3032622338,487
3032622339,1021
3032622340,1088
3032622342,551
3032622343,1483
3032623305,1603
3032623306,806
3032623307,812
3032623308,1275
3032623309,1438
3032623310,1
3032623311,88
3032623312,99
3032623313,1544
3032623317,1175
3032623319,1584
3032623320,1009
3032623321,170
3032623322,402
3032623326,694
3032623327,1603
3032623330,1128
3032623337,1420
3032623339,1131
3032623340,1204
3032623341,400
3032623342,1088
3032623344,1584
3032623345,551
3032623346,1119
3032624303,810
3032624304,740
3032624306,702
3032624307,170
3032624308,1207
3032624309,1184
3032624310,671
3032624312,492
3032624313,1093
3032624314,810
3032624315,487
3032624318,1093
3032624322,694
3032624323,1437
3032624326,1182
3032624327,469
3032624328,672
3032624330,1548
3032624334,1132
3032624335,830
3032624336,1575
3032624338,56
3032624339,1180
3032624340,1165
3032624341,1073
3032625302,496
3032625303,142
3032625304,1389
3032625307,374
3032625308,201
3032625310,151
3032625312,1088
3032625314,1031
3032625315,934
3032625316,54
3032625319,1274
3032625322,487
3032625323,492
3032625325,1467
3032625330,1182
3032625331,490
3032625332,119
3032625335,551
3032625336,196
3032625338,1182
3032625339,1438
3032626304,682
3032626305,806
3032626306,188
3032626307,551
3032626308,830
3032626309,171
3032626310,889
3032626312,184
3032626313,752
3032626315,1486
3032626316,1275
3032626318,545
3032626319,1175
3032626320,469
3032626321,741
3032626324,916
3032626325,1271
3032626328,1165
3032626329,702
3032626331,388
3032626335,389
3032626336,1121
3032626338,1073
3032626339,694
3032626340,492
3032627302,810
3032627303,1163
3032627305,1583
3032627308,738
3032627309,1109
3032627310,1119
3032627312,1401
3032627314,100
3032627315,467
3032627316,249
3032627317,1438
3032627319,94
3032627320,1274
3032627321,383
3032627322,1257
3032627324,1182
3032627325,1491
3032627326,741
3032627330,1162
3032627331,170
3032627334,710
3032627335,741
3032627336,1268
3032627337,671
3032628302,545
3032628304,1484
3032628305,469
3032628306,370
3032628307,754
3032628308,810
3032628309,100
3032628312,1595
3032628314,1059
3032628315,1273
3032628317,1602
3032628318,1128
3032628319,1121
3032628320,124
3032628321,1438
3032628323,710
3032628324,1483
3032628326,388
3032628327,1121
3032628330,496
3032628333,1548
3032628335,934
3032628337,401
3032628338,374
3032629301,404
3032629302,1
3032629303,384
3032629305,134
3032629306,1121
3032629307,386
3032629308,671
3032629309,94
3032629311,836
3032629312,916
3032629313,492
3032629314,1182
3032629315,387
3032629316,1220
3032629318,401
3032629319,1273
3032629320,741
3032629321,1497
3032629322,830
3032629323,1128
3032629324,1132
3032629325,1257
3032629326,740
3032629327,706
3032629331,1437
3032629335,461
3032629336,486
3032629337,1175
3032630302,1290
3032630304,1482
3032630305,184
3032630306,191
3032630307,933
3032630309,1482
3032630310,1274
3032630311,708
3032630312,1414
3032630313,97
3032630314,1486
3032630316,387
3032630317,1220
3032630319,1165
3032630321,374
3032630322,1128
3032630323,1483
3032630326,830
3032630327,1486
3032630329,374
3032630331,1480
3032630332,709
3032630334,1175
3032630335,492
3036761303,735
3036761304,1275
3036761306,1112
3036761307,1427
3036761309,1162
3036761312,740
3036761313,811
3036761323,466
3036761324,489
3036761325,1583
3036761326,1205
3036761327,703
3036761328,1175
3036761329,1584
3036761330,1484
3036762304,1497
3036762305,544
3036762307,1155
3036762308,146
3036762310,709
3036762313,1175
3036762314,1273
3036762315,488
3036762317,702
3036762320,692
3036762321,99
3036762323,100
3036762324,672
3036762326,735
3036762327,492
3036762331,1486
3036763304,402
3036763305,94
3036763306,740
3036763307,1121
3036763308,1112
3036763309,94
3036763312,1491
3036763313,1274
3036763315,671
3036763319,813
3036763320,1182
3036763322,1576
3036763324,830
3036763325,490
3036763327,830
3036763328,1483
3036763331,1088
3036763332,387
3036763334,1088
3036764302,811
3036764303,398
3036764304,403
3036764305,467
3036764306,1575
3036764309,492
3036764310,1584
3036764311,170
3036764313,489
3036764319,702
3036764320,94
3036764321,1577
3036764323,1205
3036764324,812
3036764325,1121
3036764326,1180
3036764329,671
3036764330,1584
3036764332,467
3036765304,1438
3036765307,1180
3036765308,1603
3036765310,1287
3036765311,1437
3036765312,374
3036765314,1088
3036765323,1548
3036765324,467
3036765325,1
3036765326,1491
3036765327,489
3036765330,515
3036765331,1177
3036765333,1184
3036765334,54
3036766303,1088
3036766304,1165
3036766307,702
3036766308,716
3036766309,1073
3036766310,1122
3036766314,702
3036766315,1486
3036766318,1088
3036766319,88
3036766320,1486
3036766321,873
3036766324,1121
3036766325,374
3036766326,873
3036766328,1122
3036766329,468
3036767303,929
3036767305,1301
3036767308,929
3036767310,1088
3036767317,465
3036767319,1491
3036767320,741
3036767321,1162
3036767322,1401
3036767323,1483
3036767324,1121
3036767328,1089
3036767329,1401
3036767332,1575
3036768303,1142
3036768306,400
3036768307,1275
3036768308,1177
3036768309,1486
3036768310,1301
3036768311,1059
3036768318,929
3036768319,1548
3036768320,1483
3036768321,928
3036768322,1175
3036768323,1160
3036768326,489
3036768327,740
3036768330,1099
3036769303,1274
3036769304,1088
3036769306,1
3036769307,496
3036769308,1268
3036769309,695
3036769310,1057
3036769313,1401
3036769317,1491
3036769319,1128
3036769320,1175
3036769322,1577
3036769323,178
3036769324,72
3036769325,1401
3036769327,1119
3036769328,489
3036769329,1088
3036770301,1490
3036770304,400
3036770306,1128
3036770308,468
3036770310,1438
3036770311,242
3036770317,88
3036770319,836
3036770320,94
3036770321,1073
3036770323,1184
3036770324,1584
3036770325,812
3036770328,387
3036770329,401
3036770330,672
3036770331,836
3036770333,1274
3036771305,171
3036771308,738
3036771309,1438
3036771310,705
3036771312,1584
3036771315,357
3036771316,1059
3036771317,465
3036771323,182
3036771326,1205
3036771327,134
3036771328,703
3036771329,973
3036771330,810
3036771333,702
3036771335,1184
3036771336,76
3036772307,420
3036772308,741
3036772309,830
3036772311,374
3036772313,1491
3036772314,162
3036772316,1128
3036772321,162
3036772323,1093
3036772324,1584
3036772325,1136
3036772326,1428
3036772327,1583
3036772328,1012
3036772329,1438
3036772332,551
3036772334,182
3036772335,1273
3036772336,1437
3036773303,539
3036773304,1496
3036773307,1088
3036773308,885
3036773309,401
3036773312,1128
3036773314,492
3036773321,740
3036773322,1438
3036773324,140
3036773325,1274
3036773327,1122
3036773328,830
3036773329,1486
3036773330,873
3036774304,740
3036774306,1182
3036774307,830
3036774309,1491
3036774310,124
3036774311,374
3036774313,1112
3036774316,889
3036774317,1
3036774319,1540
3036774324,490
3036774325,1486
3036774326,1122
3036774327,142
3036774328,1073
3036774329,1182
3036774330,1182
3036774331,580
3036774332,836
3036774334,812
3036774335,492
3036775303,807
3036775304,399
3036775308,702
3036775310,551
3036775312,1437
3036775314,1575
3036775315,1548
3036775316,702
3036775320,100
3036775327,916
3036775330,706
3036775331,1167
3036775332,1165
3036775333,400
3036775336,812
3036776302,60
3036776303,1109
3036776306,706
3036776307,740
3036776308,704
3036776310,671
3036776311,242
3036776312,608
3036776319,1437
3036776320,1175
3036776323,99
3036776324,1020
3036776325,467
3036776328,702
3036776329,489
3036776331,142
3036776335,1162
3036777304,830
3036777307,914
3036777308,1497
3036777309,1099
3036777310,741
3036777311,56
3036777312,1438
3036777313,1088
3036777322,1090
3036777323,1073
3036777324,1136
3036777327,914
3036778304,401
3036778305,1584
3036778306,171
3036778308,1491
3036778309,741
3036778317,1482
3036778320,401
3036778321,489
3036778322,916
3036778323,401
3036778324,492
3036779303,1075
3036779304,1603
3036779307,496
3036779308,1576
3036779309,492
3036779310,1540
3036779311,873
3036779313,1486
3036779314,1401
3036779318,1428
3036779320,1543
3036779324,702
3036779325,1093
3036779327,489
3036779328,1088
3036779329,1182
3036779331,743
3036780303,1438
3036780304,1576
3036780305,929
3036780306,400
3036780307,812
3036780309,705
3036780310,1119
3036780316,374
3036780320,836
3036780321,830
3036780323,400
3036780324,1092
3036780325,461
3036780326,386
3036780329,461
3039821304,119
3039821305,1175
3039821306,1482
3039821308,401
3039821310,388
3039821311,492
3039821312,1014
3039821313,1484
3039821314,1543
3039821315,1486
3039821317,811
3039821318,1059
3039821319,671
3039821320,1182
3039821321,99
3039821322,1491
3039821323,1204
3039821324,1491
3039821326,1020
3039821327,1000
3039821329,468
3039821331,1014
3039821333,159
3039821334,937
3039821336,1491
3039821337,889
3039821339,702
3039821340,1177
3039821341,812
3039821345,703
3039821346,1595
3039821347,538
3039821348,1014
3039821349,1112
3039821351,1396
3039821353,1486
3039822302,142
3039822303,1112
3039822304,496
3039822305,491
3039822308,1437
3039822309,741
3039822310,1584
3039822312,96
3039822313,830
3039822314,170
3039822315,708
3039822317,468
3039822318,1484
3039822319,710
3039822320,468
3039822321,1491
3039822322,1182
3039822323,1491
3039822325,400
3039822326,1576
3039822327,1182
3039822328,489
3039822331,1093
3039822332,1073
3039822333,468
3039822334,1172
3039822335,1483
3039822336,492
3039822337,124
3039822338,1440
3039822339,387
3039822340,1396
3039822343,385
3039822345,385
3039822346,465
3039822347,1491
3039822348,743
3039822349,1175
3039822350,1160
3039822355,1483
3039822356,1594
3039823302,1175
3039823303,99
3039823305,702
3039823306,96
3039823307,694
3039823308,1584
3039823309,386
3039823310,1073
3039823311,1483
3039823313,1584
3039823314,1093
3039823315,130
3039823317,383
3039823318,384
3039823320,741
3039823321,94
3039823322,738
3039823323,1184
3039823324,383
3039823326,1020
3039823329,987
3039823330,1239
3039823331,1411
3039823332,90
3039823334,88
3039823335,374
3039823336,401
3039823337,88
3039823339,1270
3039823340,237
3039823341,1119
3039823342,672
3039823348,391
3039823349,1420
3039823350,1491
3039823351,1132
3039823352,492
3039823353,1109
3039823354,142
3039823358,702
3039824302,710
3039824303,464
3039824305,1031
3039824306,1598
3039824307,405
3039824308,836
3039824310,374
3039824311,1271
3039824312,1575
3039824313,1136
3039824314,1075
3039824315,1112
3039824318,1160
3039824320,471
3039824322,1594
3039824323,1498
3039824324,1098
3039824325,356
3039824327,1598
3039824328,1121
3039824330,928
3039824331,1175
3039824333,88
3039824334,1177
3039824335,88
3039824336,1576
3039824337,1543
3039824338,1437
3039824341,469
3039824342,1014
3039824343,538
3039824344,469
3039824345,1438
3039824346,1205
3039824347,470
3039824348,401
3039824349,1128
3039824350,740
3039824352,1274
3039824353,387
3039825303,1583
3039825304,404
3039825305,171
3039825310,1088
3039825314,1548
3039825315,401
3039825317,461
3039825318,1496
3039825320,198
3039825321,461
3039825322,538
3039825323,469
3039825324,88
3039825326,1439
3039825327,75
3039825328,1602
3039825329,469
3039825331,88
3039825333,1301
3039825335,937
3039825336,223
3039825338,1437
3039825339,1491
3039825340,1000
3039825341,1491
3039825342,538
3039825344,469
3039825345,1165
3039825346,1438
3039825347,468
3039825348,88
3039825352,384
3039825354,75
3039825356,1594
3039825358,469
3039826302,162
3039826303,737
3039826304,1595
3039826305,1486
3039826306,515
3039826308,1128
3039826309,1020
3039826310,1160
3039826314,401
3039826315,1482
3039826316,1436
3039826317,1165
3039826318,88
3039826319,830
3039826320,1014
3039826321,709
3039826322,1182
3039826323,1164
3039826324,1595
3039826325,515
3039826326,170
3039826327,1165
3039826328,171
3039826329,119
3039826330,99
3039826332,1491
3039826334,1467
3039826335,1594
3039826336,1396
3039826338,492
3039826339,1058
3039826340,1491
3039826341,1491
3039826342,469
3039826343,399
3039826344,492
3039826345,551
3039826347,1213
3039826349,136
3039826350,703
3039826351,492
3039826352,739
3039826353,489
3039826354,703
3039826355,1163
3039826358,1182
3039826360,170
3039827305,466
3039827306,401
3039827308,830
3039827310,1112
3039827311,812
3039827312,170
3039827314,146
3039827315,467
3039827316,1437
3039827317,1491
3039827319,877
3039827320,1437
3039827321,752
3039827322,1014
3039827323,1184
3039827324,88
3039827326,468
3039827327,170
3039827328,75
3039827329,1486
3039827330,1594
3039827332,170
3039827334,1158
3039827335,384
3039827337,170
3039827338,489
3039827339,1543
3039827340,124
3039827349,1437
3039827350,99
3039827351,170
3039827352,469
3039827359,468
3039828301,1583
3039828302,709
3039828303,182
3039828305,1293
3039828306,458
3039828308,1466
3039828309,917
3039828310,925
3039828311,914
3039828312,1584
3039828313,492
3039828314,753
3039828316,1217
3039828317,402
3039828318,1014
3039828319,341
3039828320,1058
3039828321,74
3039828322,1128
3039828323,170
3039828324,401
3039828326,469
3039828327,1491
3039828328,129
3039828330,1182
3039828331,1478
3039828332,1401
3039828334,1119
3039828335,468
3039828336,737
3039828339,357
3039828341,1220
3039828342,706
3039828343,702
3039828344,487
3039828345,1438
3039828346,737
3039828347,1136
3039828351,492
3039828352,490
3039829301,479
3039829302,709
3039829303,1403
3039829304,1548
3039829305,1031
3039829306,692
3039829307,387
3039829309,400
3039829310,1440
3039829311,1584
3039829312,1165
3039829314,76
3039829315,929
3039829316,1165
3039829317,1217
3039829319,1274
3039829321,1160
3039829322,1118
3039829323,1088
3039829325,171
3039829326,1482
3039829328,401
3039829329,75
3039829330,1486
3039829332,1491
3039829333,1491
3039829334,1178
3039829336,1177
3039829338,937
3039829339,93
3039829341,471
3039829342,1088
3039829343,1184
3039829344,1093
3039829346,232
3039829347,1491
3039829348,467
3039829349,474
3039829350,1409
3039829351,1163
3039829352,391
3039829353,1088
3039829354,1000
3039829355,916
3039829358,386
3039829359,170
3039829360,1289
3039829361,75
3039830301,464
3039830302,1584
3039830303,710
3039830304,914
3039830305,88
3039830306,830
3039830311,1136
3039830313,1160
3039830314,1438
3039830315,710
3039830316,465
3039830318,694
3039830319,461
3039830320,1401
3039830321,88
3039830322,1554
3039830325,125
3039830326,1543
3039830328,1440
3039830329,389
3039830330,88
3039830331,468
3039830332,1165
3039830333,1595
3039830334,1481
3039830336,937
3039830337,685
3039830338,1491
3039830340,351
3039830341,1439
3039830342,1182
3039830343,125
3039830346,1177
3039830347,1500
3039830348,830
3039830349,836
3039830350,1482
3039830352,469
3039830353,75
3039830354,1401
3039830355,99
3039830356,933
3039830357,1428
3039831304,1548
3039831305,170
3039831306,374
3039831307,740
3039831308,1491
3039831309,515
3039831310,99
3039831311,1167
3039831313,1437
3039831314,710
3039831315,384
3039831316,1483
3039831318,1491
3039831319,1396
3039831321,374
3039831322,1014
3039831323,1595
3039831324,396
3039831325,1128
3039831326,1289
3039831327,75
3039831328,873
3039831329,1160
3039831330,1428
3039831332,1395
3039831333,937
3039831334,1396
3039831335,1486
3039831336,496
3039831337,1437
3039831338,1396
3039831339,1093
3039831340,1098
3039831342,170
3039831345,142
3039831346,399
3039831347,170
3039831348,812
3039831350,1484
3039831353,889
3039831354,1031
3039832302,492
3039832303,400
3039832305,1401
3039832309,1088
3039832310,467
3039832311,1584
3039832312,124
3039832313,88
3039832314,1165
3039832315,185
3039832316,165
3039832317,889
3039832318,695
3039832319,124
3039832320,702
3039832324,1484
3039832325,1000
3039832326,469
3039832327,88
3039832328,136
3039832329,97
3039832330,1481
3039832331,1418
3039832332,1491
3039832334,1484
3039832335,1000
3039832337,1184
3039832338,937
3039832339,468
3039832340,746
3039832341,1438
3039832342,469
3039832344,1396
3039832345,1184
3039832350,1031
3039832351,166
3039832352,1594
3039832353,1401
3039832354,1486
3039832355,1486
3039832356,401
3039832357,487
3039832359,401
3039832362,1401
3039833302,374
3039833303,1175
3039833305,1274
3039833307,1484
3039833308,492
3039833311,374
3039833312,1575
3039833313,1292
3039833314,1438
3039833315,468
3039833316,88
3039833317,1301
3039833318,1014
3039833320,1595
3039833321,1000
3039833322,468
3039833324,492
3039833326,475
3039833327,1500
3039833329,1128
3039833330,184
3039833332,465
3039833333,1437
3039833334,1575
3039833336,1575
3039833337,1491
3039833340,740
3039833341,1481
3039833342,1437
3039833343,1420
3039833344,420
3039833345,487
3039833346,514
3039833347,703
3039833349,1440
3039833350,1177
3039833351,1128
3039833353,1483
3039834302,1031
3039834303,1548
3039834305,1088
3039834306,1162
3039834309,1180
3039834310,702
3039834311,916
3039834312,812
3039834313,1088
3039834314,171
3039834317,1543
3039834318,469
3039834319,692
3039834320,1482
3039834321,739
3039834322,1184
3039834324,400
3039834325,1093
3039834326,1059
3039834327,1440
3039834328,1437
3039834330,1579
3039834331,468
3039834333,492
3039834334,916
3039834336,937
3039834337,396
3039834338,1000
3039834339,492
3039834340,836
3039834341,929
3039834342,693
3039834344,1099
3039834346,1182
3039834347,916
3039834348,384
3039834349,88
3039834350,1093
3039834351,1089
3039834352,182
3039834353,54
3039834354,389
3039834355,811
3039834360,1575
3039834361,517
3039835301,408
3039835302,610
3039835303,72
3039835309,1584
3039835314,180
3039835315,812
3039835316,1491
3039835317,88
3039835318,461
3039835319,472
3039835320,406
3039835322,1396
3039835323,1206
3039835324,1595
3039835325,1491
3039835326,1220
3039835327,1167
3039835329,1058
3039835331,400
3039835333,1556
3039835334,811
3039835335,1031
3039835336,171
3039835338,937
3039835339,1034
3039835340,1437
3039835341,1132
3039835342,1467
3039835343,471
3039835344,1182
3039835345,915
3039835348,492
3039835349,468
3039835351,608
3039835352,194
3039835353,1491
3039835354,468
3039835355,1182
3039835356,387
3039835357,836
3039835358,1182
3039835360,90
3039835363,1436
3039835364,1484
3039835365,487
3039835366,469
3039836303,1222
3039836305,889
3039836309,1274
3039836312,1121
3039836313,72
3039836314,1020
3039836315,1020
3039836316,1270
3039836317,1058
3039836318,750
3039836319,608
3039836320,1182
3039836321,1058
3039836322,1059
3039836323,1484
3039836324,1160
3039836325,389
3039836326,1020
3039836328,99
3039836330,739
3039836331,468
3039836332,1491
3039836333,1177
3039836334,1482
3039836336,1289
3039836337,1184
3039836338,1486
3039836339,1491
3039836340,383
3039836341,1184
3039836342,473
3039836343,88
3039836344,470
3039836347,1400
3039836349,389
3039836350,487
3039836351,1395
3039836352,740
3039836353,515
3039836355,706
3039836356,465
3039836357,1022
3039836358,171
3039836359,1022
3039837302,1266
3039837303,489
3039837304,99
3039837309,1401
3039837311,1128
3039837312,1128
3039837313,695
3039837314,1162
3039837315,1437
3039837316,928
3039837317,1093
3039837319,1437
3039837320,934
3039837321,473
3039837322,1395
3039837323,1014
3039837324,198
3039837327,201
3039837329,1090
3039837330,937
3039837331,1486
3039837333,99
3039837334,489
3039837335,223
3039837336,741
3039837338,1301
3039837341,856
3039837343,489
3039837344,1073
3039837345,76
3039837346,486
3039837347,1289
3039837350,1401
3039837351,1175
3039837352,401
3039837353,170
3039838302,155
3039838306,1175
3039838307,538
3039838308,76
3039838309,1072
3039838311,124
3039838312,1177
3039838313,489
3039838314,384
3039838316,1220
3039838317,72
3039838318,703
3039838319,1491
3039838320,1131
3039838321,1438
3039838322,1020
3039838323,461
3039838324,201
3039838325,1059
3039838326,1059
3039838327,1118
3039838328,1595
3039838329,608
3039838331,1165
3039838332,1438
3039838334,1177
3039838339,94
3039838342,1401
3039838343,1178
3039838344,514
3039838345,357
3039838346,739
3039838347,1595
3039838348,1158
3039838353,182
3039838354,1576
3039838355,812
3039838356,934
3039839302,91
3039839305,1165
3039839306,551
3039839309,706
3039839310,812
3039839311,1437
3039839312,1136
3039839316,1165
3039839317,461
3039839318,1020
3039839319,124
3039839320,88
3039839321,608
3039839322,694
3039839323,898
3039839324,671
3039839325,934
3039839326,1594
3039839328,469
3039839329,1177
3039839330,517
3039839332,496
3039839334,99
3039839336,514
3039839337,1486
3039839339,88
3039839340,1184
3039839341,492
3039839343,1272
3039839345,1169
3039839346,917
3039839347,1595
3039839348,1491
3039839349,90
3039839350,473
3039839351,88
3039839356,1000
3039839358,1484
3039839360,830
3039839362,517
3039840301,830
3039840304,1031
3039840306,466
3039840308,1180
3039840309,1175
3039840311,400
3039840313,1162
3039840315,710
3039840316,119
3039840318,1584
3039840320,1162
3039840321,928
3039840322,538
3039840323,741
3039840325,1595
3039840326,514
3039840328,1595
3039840329,171
3039840330,1467
3039840331,159
3039840332,537
3039840334,468
3039840335,1128
3039840339,1575
3039840341,917
3039840342,1491
3039840344,401
3039840345,812
3039840346,1059
3039840347,1428
3039840348,830
3039840350,487
3039840354,383
3039840355,99
3052832307,97
3052832308,400
3052832309,347
3052832310,351
3052832311,1484
3052832312,77
3052832315,1603
3052832316,97
3052832317,1271
3052832320,1543
3052832322,702
3052832323,387
3052832324,1396
3052832325,469
3052832326,1595
3052832327,402
3052832328,492
3052832329,1493
3052832330,1396
3052832331,671
3052832332,1401
3052832333,874
3052832340,1020
3052832341,54
3052832342,396
3052832343,672
3052832344,741
3052832346,1274
3052832348,671
3052832349,1543
3052832350,99
3052832351,1396
3052832352,696
3052832354,140
3052832355,982
3052832357,1543
3052832359,704
3052832361,1543
3052832362,389
3052832363,1136
3052832364,836
3052832365,1486
3052832366,702
3052832367,170
3052832368,374
3052832369,1486
3052832371,142
3052832372,466
3052832373,461
3052832374,885
3052832376,1073
3052832378,1182
3052832380,1000
3052832381,489
3052832383,515
3052832384,389
3052832386,1428
3052832388,914
3052832392,1088
3052832394,937
3052832395,1594
3052832396,237
3052832397,1486
3052832398,813
3052832400,401
3052832401,1486
3052832405,874
3052832406,885
3052832407,515
3052832409,695
3052832410,1483
3052832411,1182
3052832412,1274
3052832413,1486
3052832414,1433
3052832415,739
3052832416,1498
3052832417,489
3052832418,1486
3052832419,706
3052832420,1034
3052832421,1584
3052832422,1165
3052832423,1072
3052832424,180
3052832425,1486
3052832426,1035
3052832427,492
3052832428,370
3052832429,830
3052832430,489
3052832432,1595
3052832434,489
3052832435,1401
3052832436,1486
3052832437,1584
3052833303,1401
3052833304,418
3052833307,1093
3052833308,1118
3052833309,473
3052833310,1595
3052833311,1020
3052833312,1265
3052833313,858
3052833314,1301
3052833316,402
3052833318,1159
3052833321,159
3052833322,545
3052833324,1603
3052833325,1486
3052833327,1438
3052833328,1486
3052833329,159
3052833330,142
3052833332,1043
3052833334,1438
3052833340,1575
3052833341,1428
3052833344,468
3052833345,420
3052833346,515
3052833347,1073
3052833349,1182
3052833350,1482
3052833351,874
3052833352,703
3052833354,1059
3052833356,672
3052833357,1483
3052833359,1486
3052833360,1175
3052833361,830
3052833362,496
3052833363,1433
3052833365,551
3052833366,1482
3052833367,468
3052833368,1042
3052833369,1093
3052833370,1486
3052833371,538
3052833372,1482
3052833373,140
3052833374,487
3052833375,486
3052833376,1584
3052833377,705
3052833378,170
3052833380,1598
3052833382,473
3052833385,389
3052833386,402
3052833387,374
3052833388,1088
3052833389,126
3052833390,937
3052833392,174
3052833393,1088
3052833394,1274
3052833397,1491
3052833398,394
3052833399,99
3052833400,830
3052833401,1438
3052833403,671
3052833405,401
3052833406,99
3052833407,859
3052833408,1549
3052833409,1467
3052833410,1121
3052833411,1274
3052833413,1396
3052833414,1088
3052833415,1091
3052833417,1418
3052833418,386
3052833419,1584
3052833420,917
3052833421,1182
3052833422,933
3052833423,1486
3052833424,515
3052833426,1396
3052833427,489
3052833428,1491
3052833430,465
3052833431,1182
3052833432,140
3052834306,147
3052834307,1176
3052834312,385
3052834314,171
3052834315,1217
3052834316,1603
3052834317,404
3052834318,708
3052834322,2
3052834324,389
3052834325,1022
3052834326,469
3052834327,836
3052834329,1486
3052834330,1182
3052834331,374
3052834332,1162
3052834333,374
3052834334,475
3052834335,1121
3052834337,385
3052834342,74
3052834343,1071
3052834344,706
3052834345,740
3052834346,1098
3052834347,608
3052834348,99
3052834349,538
3052834350,1493
3052834352,1483
3052834353,752
3052834354,1578
3052834355,1484
3052834356,374
3052834357,672
3052834358,706
3052834359,474
3052834360,468
3052834361,1483
3052834362,1031
3052834364,1088
3052834365,1059
3052834366,705
3052834367,1404
3052834368,737
3052834369,1540
3052834370,488
3052834373,1500
